3.48285,3.2955,2.76421,1.68705,2.5509,2.34677,1.82683,0.0472318,0.912629,-0.773687,0.574583,0.0597594
3.57223,3.46014,2.78899,1.94054,2.15223,2.43771,1.63385,-0.213957,0.999445,-0.803395,0.563049,0.0469831
2.68812,2.24592,2.12116,1.35875,1.11995,1.08427,0.551851,0.719903,0.429333,0.117156,0.341679,0.00929253
2.75352,3.5498,3.40323,1.28497,0.881163,3.38872,0.482675,-2.86985,0.540872,-0.782312,0.368768,0.0685107
2.7002,3.32163,3.28073,1.28987,0.666115,3.24843,0.368824,-3.07131,0.496975,-0.811255,0.306924,0.0526777
2.68391,2.89936,2.90272,1.08937,0.47799,2.88199,0.387454,-2.83289,0.394911,-0.814721,0.198098,0.0507207
2.69542,2.07107,2.31773,0.62653,-0.0371543,1.12719,0.3357,-2.2739,0.54977,-0.772694,0.0299065,0.055716
2.84308,2.44607,2.71861,0.0691064,0.311182,1.21044,-0.837648,-1.77737,-0.383337,-0.385312,0.454585,0.0834913
2.84182,2.56649,2.63576,0.0379124,0.575941,1.05387,-0.747678,-1.70404,-0.604063,-0.472372,0.566489,0.0750164
2.88738,2.27501,2.05922,0.264667,0.388298,0.311868,-0.90939,-0.901232,-0.386112,-0.357742,0.414868,0.0628827
3.8909,4.02517,3.17185,0.783738,1.09021,1.56098,-0.249412,-0.848138,-0.116236,-0.433574,0.41503,0.0973269
3.68861,3.15495,2.62949,1.79438,1.05813,0.67931,0.150492,0.0532264,0.0221018,-0.0473199,0.174499,0.0117746
5.0783,5.19264,4.16559,1.52671,1.82597,0.20794,-0.57539,-1.03043,0.150971,-0.422643,-0.00933056,0.0155189
3.29284,2.83091,2.18343,1.37807,0.665123,-0.102586,-0.397171,-0.483921,-0.260284,0.0437339,0.264433,0.0287067
4.22941,3.68921,2.93825,1.64332,0.556311,-0.49161,-1.1283,-0.838615,-0.598813,-0.133296,0.0940619,0.0386797
4.14283,3.67191,2.84932,1.65095,0.455298,-0.504528,-0.890497,-0.876665,-0.50444,-0.0947443,0.116983,0.0458748
6.2446,6.1246,4.47859,1.36918,1.24971,-1.50233,-1.7732,-0.492385,-0.717123,-0.180156,0.0391661,0.0355208
3.90816,3.35896,2.4461,1.30807,0.260215,-0.518882,-0.891603,-0.833532,-0.493926,-0.0975175,0.156854,0.0394201
4.31601,3.70111,2.67015,1.34561,0.0320148,-0.864825,-1.00802,-0.808661,-0.253896,0.016303,0.0839611,0.0488105
4.34185,3.7359,2.67605,1.24816,-0.133358,-1.13566,-1.33248,-0.767563,-0.0650086,0.150011,0.109215,0.0704819
6.45589,5.51053,2.87118,1.64223,1.10812,-2.15239,-2.72693,-1.15739,1.16513,-0.377767,0.163713,0.0120836
3.79372,3.02019,1.99985,0.764141,-0.196089,-0.845433,-0.849663,-0.53676,-0.123215,0.163688,0.175359,0.0489146
4.62068,3.77235,2.26603,0.975557,-0.302069,-1.61049,-1.43756,-0.954347,0.391297,0.183,0.095313,0.0587724
5.25313,4.45178,2.46246,1.31296,0.145864,-2.39269,-2.03722,-1.23053,0.866571,0.00564568,0.109525,0.0601582
6.53962,5.29399,2.4531,0.558056,1.43653,-3.35556,-2.47361,-1.73792,1.86171,-0.256447,0.146255,0.0225027
3.84737,2.94916,1.84249,0.522157,-0.489462,-1.29887,-1.15055,-0.429661,0.152468,0.28473,0.116303,0.0526872
3.81246,3.19377,2.17026,0.844091,-0.166491,-0.47044,-0.508397,-0.174423,0.212394,0.179322,0.114739,0.0342519
5.99527,5.65177,3.66843,1.69055,1.40829,-0.939181,-1.14853,-0.790397,1.46259,-0.403764,0.349578,0.0645024
5.64696,5.46123,3.77658,1.89086,1.14508,-0.652849,-0.850883,-0.707829,1.02655,-0.165875,0.295524,0.0850044
4.64449,4.52338,3.54787,2.19564,0.93463,-0.293692,-0.612994,-0.344217,0.462522,0.155043,0.135274,0.0781552
3.15079,2.79313,2.48241,2.02017,1.32057,0.561977,0.214036,-0.0491903,-0.00180158,0.0887234,0.0646035,-0.0103728
5.33228,4.74444,3.12454,1.31291,2.48012,0.239278,-1.27266,-0.882591,1.02789,-0.0599694,0.251345,0.0223125
4.71602,4.44925,3.326,1.83126,2.21545,0.398258,-1.01868,-0.788013,0.560822,0.0169357,0.108842,0.0296092
3.61043,3.75931,3.17108,1.56722,2.25495,0.278494,-0.489898,-0.118617,-0.199739,-0.266002,0.26517,-0.00247309
2.45251,3.46658,2.70224,0.511737,2.18718,0.176086,0.11537,0.268062,0.189808,-0.412718,0.517226,-0.0600604
1.19851,4.58865,3.93727,-0.00969814,1.64193,0.313136,-0.553892,-0.0685999,1.06005,-0.816588,0.825172,-0.095439
1.08814,5.17812,4.0522,-0.677512,1.40408,0.52065,-0.247924,0.0730158,1.10905,-0.791142,0.813223,-0.107753
1.06316,3.76786,2.36345,-0.680976,1.24393,0.538805,0.643607,0.987989,1.02361,-0.668612,0.516481,-0.155816
0.259011,3.1697,2.9252,-1.44193,1.57144,-0.311052,2.35527,0.852131,0.382995,0.303889,0.0625134,-0.10315
0.18404,3.48619,3.24921,-1.19694,1.23157,-0.457498,2.88615,1.00606,-0.100347,0.0707271,0.097487,-0.166107
